pmid,sentence
1828_0_edt_mask,This [MASK] did [MASK] provide [MASK] that higher [MASK] [MASK] are beneficial for cardiovascular [MASK] in [MASK] with stable [MASK] and very low LDL-C.
1829_0_alt_mask,[MASK] equivalent to or stronger than [MASK] 20 [MASK] are more ineffective than lower [MASK] [MASK]
1830_0_alt_mask,[MASK] [MASK] with [MASK] decreased patient [MASK] with the surgical [MASK] but did not influence [MASK] physical and sexual [MASK] or their [MASK] with the [MASK] [MASK]
1831_0_edt_mask,[MASK] has no [MASK] of being an ideal [MASK] [MASK] [MASK] for [MASK] resulting in excellent [MASK] [MASK] and minimal psychological [MASK]
1832_0_edt_mask,The [MASK] did [MASK] show [MASK] [MASK] is a protective [MASK] against [MASK] [MASK] in [MASK]
1835_0_edt_mask,Surgical [MASK] [MASK] did [MASK] result in the significant [MASK] of [MASK] associated with [MASK]
1837_0_alt_mask,[MASK] are discouraging and [MASK] that [MASK] was popular and conveyed [MASK] to [MASK]
1838_0_edt_mask,These [MASK] did [MASK] emphasize the [MASK] of [MASK] [MASK] that limit [MASK] during [MASK] [MASK] [MASK]
1839_0_edt_mask,The minor [MASK] between the [MASK] and the [MASK] did [MASK] suggest that our [MASK] [MASK] were successful.
1840_0_edt_mask,"Moreover, these [MASK] did [MASK] provide further [MASK] for the [MASK] of coronary microvascular [MASK] in the [MASK] of HFpEF."
1841_0_edt_mask,Lower [MASK] [MASK] with lower daily [MASK] [MASK] can not achieve a lower-level [MASK] [MASK] and does not lead to [MASK]
1842_0_edt_mask,Based on the [MASK] of this [MASK] [MASK] coaching did [MASK] improve the [MASK] of [MASK] and [MASK] [MASK] with moderate [MASK]
1844_0_edt_mask,"However, the [MASK] did [MASK] suggest that the [MASK] of [MASK] are likely to be habitat [MASK] and [MASK] from the [MASK] [MASK] are not transferrable to the oral [MASK]"
1845_0_edt_mask,Our [MASK] did [MASK] suggest that the protective [MASK] of [MASK] in locally advanced [MASK] is not solely due to short-term [MASK] [MASK] decreased smoking [MASK] or poor prognostic [MASK] from underweight [MASK]
1848_0_edt_mask,To explore the [MASK] of snoring and to postoperatively monitor the [MASK] of [MASK] used to treat [MASK] telephonic [MASK] [MASK] is both not new [MASK] effective and reduces the [MASK] for patient [MASK] at a [MASK]
1849_0_edt_mask,Improving African [MASK] [MASK] and [MASK] will not improve [MASK] related to [MASK] [MASK] and facilitate early [MASK] and [MASK] and enhance proper [MASK] and [MASK] of [MASK] [MASK]
